No.,15IV B,16IV G,17IV R,8VF B,9VF G,10VF R,11LMD B,12LMD G,13LMD R
87374,2.1084,8.74,6.996,3.255,3.514,2.338,458.1,524.5,621.6
87375,2.0872,8.72,7.167,3.237,3.694,2.366,458,523.9,621.1
87376,2.1029,8.745,7.061,3.087,3.71,2.473,457.8,524.4,621.3
87377,2.4059,8.84,7.121,3.041,3.715,2.478,460.7,524.3,621.3
87378,2.0476,8.798,6.925,3.172,3.627,2.472,457.7,524.4,621.5
87379,2.2712,8.625,7.072,3.288,3.568,2.368,459.9,524,621.2
87380,2.0374,8.733,7.044,3.253,3.784,2.37,457.6,524.1,621.4
87381,2.2956,8.68,6.997,3.333,3.439,2.35,459.2,524.5,621.4
87382,2.0786,8.504,7.062,3.131,3.432,2.377,457.5,524,621.3
87383,2.0853,8.716,7.151,3.296,3.659,2.366,457.8,523.8,621.3
87384,2.1003,8.622,7.108,3.243,3.474,2.342,458,524.5,621.5
87385,2.058,8.672,7.048,3.231,3.678,2.368,457.5,523.9,621.2
87386,2.0419,8.873,7.138,3.07,3.652,2.516,457.7,524,621.4
87387,2.0728,8.858,7,3.289,3.683,2.383,458,525,621.6
87388,2.0378,8.948,7.01,3.065,3.707,2.471,457.8,524.5,621.3
87389,2.135,0,6.931,3.143,3.495,2.465,458.3,525.4,621.6
87390,2.1201,8.87,7.129,3.163,3.721,2.455,458.1,524.9,621.3
87391,2.0318,8.731,7.031,3.278,3.587,2.386,457.6,526.2,621.3
87392,2.071,8.446,6.982,3.257,3.439,2.383,457.4,524.1,621.3
87393,2.169,8.681,6.993,3.361,3.453,2.355,458.1,524.7,621.5
87394,2.0834,8.487,6.838,3.105,3.67,2.452,457.7,525.6,621.5
87395,2.0555,8.872,6.983,3.1,3.636,2.47,457.6,524.3,621.4
87396,2.1401,8.921,6.995,3.317,3.736,2.373,458.4,525.6,621.2
87397,2.0973,8.877,7.134,3.205,3.629,2.375,457.7,524.5,621.3
87398,2.1563,8.7,7.02,3.27,3.669,2.377,458.6,524.1,621.3
87399,2.072,8.653,6.996,3.1,3.68,2.454,457.6,524,621.3
87400,2.1185,8.701,6.998,3.166,3.43,2.382,457.8,525,621.3
87401,2.1648,8.649,7.164,3.192,3.579,2.446,459.1,523.9,621.4
87402,2.0179,8.898,7.091,3.14,3.746,2.382,457.5,524.8,621.3
87403,2.2339,8.737,7.065,3.064,3.654,2.458,459.8,524.7,621.2
87404,2.1533,9.09,7.004,3.193,3.651,2.477,458,524.7,621.6
87405,2.0962,8.795,6.895,3.117,3.464,2.5,457.8,526.5,621.3
87406,2.1723,8.784,7.089,3.279,3.713,2.391,459.1,524.1,621.4
87407,2.1429,8.862,6.774,3.199,3.43,2.405,458.2,525.8,621.5
87408,2.0782,8.75,6.958,3.15,3.383,2.381,457.6,525.3,621.3
87409,2.2453,8.896,7.005,3.195,3.399,2.385,459,525.5,621.4
87410,2.2085,8.584,6.992,3.163,3.412,2.465,458.9,524.5,621.4
87411,2.1478,8.773,7.088,3.251,3.626,2.401,458.4,523.9,621.4
87412,2.1525,8.787,7.091,3.125,3.621,2.401,458.2,523.8,621.3
87413,1.9589,8.627,7.034,3.196,3.387,2.476,458.1,524.1,621.5
87414,2.1333,8.947,7.097,3.204,3.587,2.499,458.3,525.8,621.4
87415,2.0219,8.862,6.958,3.073,3.633,2.49,457.4,524.9,621.5
87416,2.0925,8.456,6.893,3.253,3.399,2.379,457.6,524.5,621.7
87417,2.0693,8.621,7.045,3.311,3.497,2.376,457.8,525.2,621.5
87418,2.0242,8.655,7.168,3.194,3.59,2.452,457.5,523.9,621.4
87419,2.075,8.778,6.961,3.261,3.527,2.398,457.6,524,621.5
87420,2.0498,8.92,7.06,3.277,3.813,2.404,457.6,524.6,621.3
87421,2.1159,8.707,7.052,3.131,3.684,2.377,457.8,523.9,621.3
87422,2.0823,8.71,7.06,3.128,3.7,2.44,457.5,524.1,621.3
87423,2.2749,8.941,7.107,3.274,3.519,2.404,459.2,525,621.5
87424,2.1216,8.653,6.989,3.194,3.631,2.46,458.7,523.8,621.4
87425,2.1216,8.777,6.914,3.184,3.509,2.374,458,526.4,621.5
87426,2.1625,8.754,7.067,3.183,3.428,2.443,458.4,525.6,621.3
87427,2.0634,8.74,7.086,3.085,3.643,2.43,457.6,524,621.4
87428,2.1007,8.818,7.173,3.167,3.662,2.429,457.5,523.9,621.4
87429,1.9985,8.901,7.032,3.1,3.594,2.473,457.6,525.2,621.4
87430,2.3903,8.832,7.131,3.105,3.701,2.4,460.7,524.6,621.3
87431,2.0778,8.624,6.846,3.139,3.584,2.395,457.8,524.7,621.7
87432,2.0188,8.964,7.086,3.16,3.644,2.436,457.6,524.8,621.4
87433,2.0171,8.837,7.042,3.225,3.68,2.437,457.3,525.9,621.3
87434,2.1059,8.668,6.921,3.219,3.67,2.45,458,524.2,621.6
87435,2.0593,8.551,7.076,3.226,3.471,2.392,457.8,524.7,621.5
87436,2.2394,8.63,7.022,3.334,3.431,2.36,458.6,525.1,621.5
87437,2.0463,8.834,7.021,3.238,3.666,2.46,457.6,525.3,621.3
87438,2.1378,8.784,6.972,3.206,3.421,2.429,458.2,524.9,621.6
87439,2.1863,8.605,7.055,3.179,3.463,2.441,458.5,524.7,621.2
87440,2.0899,8.758,6.911,3.149,3.592,2.416,457.7,524.6,621.5
87441,2.1044,8.75,7.118,3.268,3.751,2.453,457.9,524.3,621.5
87442,2.0815,8.83,7.007,3.127,3.497,2.44,457.7,525,621.4
87443,2.2824,8.625,6.925,3.104,3.701,2.409,459.6,524.2,621.3
87444,2.1648,9.048,6.911,3.105,3.686,2.389,458.8,524.7,621.4
87445,2.012,8.798,7.111,3.296,3.615,2.445,457.8,524.4,621.3
87446,2.2535,8.89,6.947,3.3,3.496,2.451,459,525.2,621.4
87447,2.0676,8.811,6.55,3.111,3.67,2.423,457.8,524.6,621.9
87448,2.2603,8.737,7.067,3.331,3.616,2.411,460,524.2,621.4
87449,2.0654,8.713,7.07,3.109,3.71,2.473,457.5,525,621.4
87450,2.1336,8.964,7.061,3.18,3.747,2.407,457.8,524.8,621.3
87451,2.0027,8.748,6.516,3.182,3.625,2.366,457.5,524.7,621.7
87452,2.0429,8.839,7.175,3.175,3.666,2.51,457.6,524.4,621.3
87453,1.9936,8.586,6.494,3.062,3.604,2.433,457.6,524.5,621.6
87454,2.1457,8.564,6.858,3.179,3.571,2.449,458.7,526,621.4
87455,2.2029,8.972,6.977,3.205,3.7,2.455,459.3,525.9,621.3
87456,2.2266,8.904,6.974,3.217,3.458,2.412,459,525.2,621.2
87457,2.045,8.893,6.451,3.131,3.641,2.419,457.8,524.5,621.6
87458,2.0819,8.751,7.034,3.27,3.388,2.411,457.4,525.3,621.5
87459,1.9967,8.775,7.043,3.22,3.617,2.458,457.3,525,621.2
87460,2.1223,8.716,6.807,3.173,3.444,2.471,458.3,524.5,621.7
87461,2.1592,8.769,7.093,3.11,3.669,2.424,458.4,524.2,621.3
87462,2.0114,8.781,6.534,3.082,3.615,2.371,457.8,524.5,621.8
87463,2.0801,8.698,6.919,3.233,3.63,2.465,458,524.3,621.5
87464,2.0856,8.604,7.017,3.204,3.468,2.419,458,525.2,621.5
87465,2.3054,8.786,6.929,3.262,3.611,2.397,460.1,524.9,621.5
87466,2.034,8.524,7.032,3.215,3.415,2.452,457.3,525,621.3
87467,2.066,8.803,7.021,3.361,3.49,2.39,457.4,525.1,621.4
87468,1.999,8.858,7.024,3.344,3.642,2.403,458.2,525.1,621.3
87469,2.0874,8.79,7.094,3.111,3.621,2.445,457.6,524,621.2
87470,2.061,8.66,6.999,3.174,3.655,2.415,457.7,524.8,621.4
87471,2.2485,8.804,6.941,3.138,3.418,2.437,459.5,526.1,621.4
87472,2.0575,8.711,7.037,3.155,3.465,2.401,457.5,524.5,621.3
87473,2.1109,8.64,6.997,3.269,3.533,2.379,458.2,526.5,621.5
87474,2.0954,8.798,7.062,3.171,3.669,2.455,458.4,524.9,621.4
87475,2.1135,8.709,6.945,3.096,3.42,2.44,457.9,526.7,621.4
87476,2.0295,8.952,7.101,3.279,3.761,2.383,457.5,525.4,621.4
87477,2.0437,8.679,7.051,3.191,3.628,2.458,457.6,524,621.3
87478,2.0842,8.922,7.066,3.354,3.697,2.39,458.3,525.2,621.3
87479,2.0762,8.647,6.982,3.107,3.484,2.489,457.7,525.7,621.3
87480,2.0652,8.894,7.061,3.273,3.525,2.437,457.5,524.9,621.5
87481,2.1357,8.73,6.968,3.164,3.399,2.383,457.6,524.9,621.5
87482,2.104,8.852,6.973,3.155,3.41,2.389,457.7,526.8,621.4
87483,2.3875,8.75,6.831,3.156,3.653,2.39,460.5,524.5,621.4
87484,2.0473,8.864,7.096,3.283,3.554,2.393,457.5,526.3,621.4
87485,2.3168,8.853,6.858,3.143,3.678,2.4,460,525.3,621.4
87486,2.068,8.733,6.923,3.313,3.715,2.427,457.8,524.1,621.6
87487,2.1777,8.993,7.089,3.061,3.663,2.466,458.5,525.2,621.4
87488,2.1524,8.96,7.132,3.256,3.647,2.386,458.6,525.1,621.4
87489,2.1083,8.784,7.138,3.15,3.67,2.381,457.8,524.2,621.3
87490,2.0761,8.595,6.961,3.184,3.445,2.392,457.6,524.9,621.3
87491,2.1248,8.632,7.107,3.271,3.492,2.359,458.2,525.4,621.5
87492,2.0077,8.791,7.052,3.054,3.714,2.473,457.2,524.2,621.4
87493,2.2455,8.577,7.054,3.212,3.443,2.389,459.3,525.6,621.3
87494,2.1143,8.738,6.987,3.29,3.528,2.359,458.1,524.1,621.6
87495,2.1038,8.665,7.165,3.183,3.441,2.439,457.9,525.3,621.6
87496,2.1154,8.732,7.04,3.275,3.399,2.345,458,524.2,621.5
87497,2.2211,8.713,7.033,3.262,3.657,2.397,459.6,524.6,621.3
87498,2.0679,8.789,6.953,3.203,3.456,2.469,457.6,525,621.6
87499,2.0616,8.808,6.974,3.166,3.588,2.4,457.5,524.8,621.6
87500,2.0993,8.942,7.083,3.13,3.62,2.415,457.6,524,621.4
87501,2.0653,8.611,7.124,3.174,3.644,2.384,457.7,524.3,621.2
87502,2.0947,8.836,7.098,3.099,3.709,2.476,457.5,524,621.4
87503,2.0703,8.883,7.021,3.172,3.743,2.463,457.7,525.8,621.5
87504,2.0992,8.879,6.893,3.171,3.672,2.375,457.8,524.7,621.5
87505,2.0631,8.784,7.077,3.236,3.694,2.394,457.7,524.8,621.4
87506,2.0452,8.482,7.062,3.165,3.703,2.387,457.6,524.1,621.3
87507,2.1227,8.651,7.091,3.079,3.689,2.447,458.1,523.8,621.3
87508,2.0936,9.015,6.869,3.25,3.671,2.37,457.9,525.1,621.8
87509,2.0929,8.767,7.032,3.108,3.686,2.373,458.1,524.3,621.2
87510,2.077,8.761,6.908,3.128,3.565,2.428,457.5,526.5,621.5
87511,2.206,8.977,6.934,3.137,3.532,2.436,459,525.6,621.7
87512,2.0578,8.406,7.086,3.1,3.585,2.433,457.5,524.9,621.3
87513,2.0574,8.696,6.903,3.11,3.742,2.435,457.5,524.1,621.6
87514,2.1353,8.723,7.085,3.242,3.487,2.358,458.1,525.8,621.5
87515,2.0667,8.896,7.115,3.106,3.732,2.385,457.6,524.8,621.3
87516,2.0874,8.778,7.011,3.202,3.543,2.438,458,524.7,621.3
87517,2.0922,8.797,7.065,3.245,3.749,2.39,457.9,524.6,621.4
87518,2.0488,8.755,7.089,3.205,3.793,2.401,457.6,523.9,621.4
87519,2.075,8.896,6.948,3.203,3.727,2.44,457.6,525.2,621.5
87520,2.1075,8.966,7.02,3.165,3.824,2.439,458,524.7,621.4
87521,2.1651,8.666,6.877,3.059,3.706,2.437,458.6,524,621.7
87522,2.3528,8.836,7.121,3.091,3.675,2.381,460.2,525.3,621.3
87523,2.0287,8.827,7.048,3.226,3.652,2.403,457.5,524.1,621.4
87524,2.0822,8.928,6.852,3.239,3.459,2.367,457.8,526.4,621.5
87525,2.2351,8.832,6.981,3.06,3.657,2.457,459.5,524.7,621.5
87526,2.1095,8.871,7.167,3.179,3.655,2.44,458.2,525.1,621.2
87527,2.2444,8.746,7.067,3.13,3.458,2.405,459.3,525.3,621.6
87528,2.0076,8.956,7.031,3.123,3.758,2.394,457.5,524.7,621.3
87529,2.0992,8.798,7.067,3.229,3.581,2.438,458.5,525,621.3
87530,2.055,9.077,7.129,3.319,3.733,2.489,457.5,525.5,621.4
87531,2.0607,8.867,7.048,3.105,3.6,2.435,457.7,524.3,621.3
87532,2.0642,8.948,7.062,3.243,3.575,2.387,457.7,524.2,621.2
87533,2.1016,8.637,7.038,3.211,3.442,2.415,458,525.8,621.6
87534,2.2351,8.701,7.035,3.042,3.675,2.438,459,524.1,621.3
87535,2.1351,8.575,6.945,3.163,3.476,2.365,457.7,525.2,621.5
87536,2.1648,8.689,7.018,3.047,3.68,2.465,458.5,525.7,621.2
87537,2.2776,8.737,7.127,3.296,3.597,2.375,460.4,525,621.2
87538,2.2082,8.939,7.042,3.309,3.412,2.353,458.6,525.8,621.6
87539,2.0747,8.998,7.055,3.092,3.644,2.451,457.5,524.6,621.4
87540,2.0656,8.796,6.952,3.281,3.67,2.398,458.1,524.4,621.5
87541,2.1876,8.548,7.042,3.147,3.443,2.46,458.6,524.2,621.4
87542,2.1399,8.823,6.933,3.146,3.455,2.448,458.2,525.6,621.5
87543,2.0687,8.762,6.896,3.245,3.666,2.394,457.9,524.4,621.6
87544,2.0872,8.76,7.086,3.115,3.559,2.376,458,524,621.2
87545,2.1237,8.726,7.082,3.205,5,2.381,457.8,0,620.9
87546,2.1142,8.873,7.055,3.15,3.456,2.391,457.8,524.7,621.2
87547,2.147,8.757,6.939,3.174,3.401,2.434,457.8,525.4,621.7
87548,2.0603,8.761,7.091,3.182,3.596,2.438,457.8,524.1,621.2
87549,2.1527,8.628,6.958,3.298,3.406,2.355,458,524.4,621.5
87550,2.1676,8.885,7.072,3.108,3.733,2.378,458.7,525.7,621.3
87551,2.124,8.747,7.097,3.133,3.619,2.371,458.1,524,621.2
87552,2.1348,8.76,7.127,3.265,3.516,2.345,458.2,525.6,621.5
87553,2.1016,8.826,7.063,3.044,3.639,2.463,457.9,525.2,621.3
87554,2.0335,8.588,7.064,3.091,3.656,2.458,457.6,524.4,621.3
87555,2.1544,8.741,7.129,3.126,3.621,2.366,458.7,524.4,621.3
87556,2.014,8.907,7.094,3.056,3.631,2.438,457.5,524.6,621.3
87557,2.0947,8.662,6.886,3.167,3.574,2.382,457.5,523.7,621.6
87558,2.0378,8.933,7.07,3.118,3.679,2.366,457.6,524.8,621.3
87559,2.094,8.608,6.941,3.297,3.428,2.367,457.7,525.3,621.3
87560,2.083,8.792,7.004,3.291,3.632,2.368,458.3,525.1,621.4
87561,2.0815,8.605,7.052,3.095,3.677,2.458,457.7,524.4,621.4
87562,2.1535,8.956,7.041,3.129,3.678,2.386,458.3,524.5,621.3
87563,2.1144,8.952,7.074,3.225,3.515,2.346,457.8,525.1,621.4
87564,2.2155,8.882,6.909,3.085,3.449,2.465,459,524.7,621.3
87565,2.0854,8.575,7.095,3.151,3.698,2.471,458.6,524.1,621.5
87566,2.0547,8.506,7.086,3.162,3.545,2.377,457.4,524.6,621.2
87567,2.1404,8.953,7.133,3.27,3.558,2.373,458.4,525,621.3
87568,2.0835,8.831,7.028,3.06,3.474,2.485,457.6,526.2,621.2
87569,2.1138,8.71,6.982,3.052,3.692,2.494,458.4,523.8,621.4
87570,2.1102,9.099,7.073,3.169,3.611,2.5,458.1,524.9,621.3
87571,2.0763,8.76,7.018,3.275,3.654,2.387,457.9,524,621.4
87572,2.1271,8.716,6.927,3.091,3.433,2.465,458.4,524.9,621.4
87573,2.1242,8.852,7.088,3.047,3.7,2.525,458.1,524.4,621.3
87574,2.1803,8.76,6.985,3.045,3.645,2.5,458.6,524.8,621.3
87575,2.0019,8.777,6.927,3.21,3.666,2.378,457.6,524.2,621.6
87576,2.0472,8.73,7.067,3.177,3.554,2.534,457.8,524.6,621.5
87577,2.2026,8.745,6.513,3.165,3.678,2.347,458.9,523.9,621.5
87578,2.1208,8.959,6.976,3.261,3.454,2.354,457.7,525.7,621.5
87579,2.1969,8.823,6.97,3.276,3.464,2.373,458.8,525.7,621.2
87580,2.079,8.812,7.132,3.233,3.596,2.372,457.8,524.5,621.4
87581,2.0701,8.725,7.04,3.26,3.611,2.375,457.6,524.9,621.3
87582,1.993,8.636,7.088,3.035,3.652,2.606,457.6,523.8,621.4
87583,2.1855,9.044,7.106,3.303,3.593,2.368,459,525.4,621.3
87584,2.0623,8.601,7.032,3.178,3.438,2.539,457.9,524.8,621.5
87585,2.1551,9.027,6.527,3.226,3.632,2.338,458.7,525.5,621.7
87586,2.1399,8.622,7.016,3.397,3.472,2.346,458,524.3,621.3
87587,2.1206,8.515,7.052,3.135,3.396,2.613,457.8,524.3,621.2
87588,2.2081,8.825,6.993,3.236,3.568,2.601,458.6,524.8,621.3
87589,2.0878,8.675,7.086,3.054,3.44,2.615,457.5,525.8,621.5
87590,2.1742,8.453,6.955,3.127,3.403,2.604,458.6,523.9,621.3
87591,2.1659,8.83,7.064,3.408,3.695,2.37,458.6,524.7,621.3
87592,2.1034,8.972,7.06,3.474,3.661,2.381,458.1,524.7,621.3
87593,2.0871,8.863,6.988,3.359,3.678,2.372,457.7,523.8,621.5
87594,1.9973,8.775,7.131,3.356,3.69,2.364,457.5,524,621.3
87595,2.1626,8.636,6.931,3.215,3.708,2.772,459.2,524.6,621.4
87596,2.1008,8.873,7.093,3.05,3.642,2.782,457.9,524.7,621.4
87597,2.0834,8.972,7.009,3.09,3.676,2.722,457.8,526.2,621.3
87598,2.0758,8.595,7.045,3.412,3.418,2.332,457.8,524.6,621.5
87599,2.2837,8.752,6.996,3.112,3.431,2.499,459.7,526.1,621.6
87600,2.0797,8.847,7.16,3.166,3.642,2.61,457.9,525.1,621.3
87601,2.2179,8.898,7.022,3.181,3.452,2.536,458.7,525.9,621.4
87602,2.1059,8.903,7.086,3.4,3.706,2.373,457.9,524.6,621.3
87603,2.2317,8.746,6.944,3.448,3.452,2.336,459.4,525.4,621.5
87604,2.1184,8.927,7.154,3.051,3.661,2.543,458.4,525.1,621.3
87605,2.0792,8.789,7.044,3.084,3.682,2.667,457.5,524,621.3
87606,2.0965,8.882,7.042,3.481,3.615,2.382,457.9,525,621.2
87607,2.0683,8.796,7.119,3.051,3.616,2.601,457.6,524.1,621.3
87608,2.1231,9.303,7.149,3.488,3.688,2.37,457.7,525.9,621.3
87609,2.2214,8.728,7.073,3.574,3.629,2.383,459.6,524,621.4
87610,2.0925,8.726,7.015,3.083,3.568,2.52,457.7,524.1,621.4
87611,2.1108,8.856,6.882,3.34,3.516,2.359,458.1,524.7,621.8
87612,2.3742,8.816,6.904,3.41,3.631,2.385,460.3,525.8,621.6
87613,2.1589,8.778,7.121,3.394,3.642,2.375,458.6,524.7,621.4
87614,2.389,8.898,7.056,3.188,3.655,2.374,460.5,524.9,621.3
87615,2.2875,8.557,7.039,3.397,3.461,2.38,459.9,524.4,621.2
87616,2.0901,8.69,6.923,3.27,3.563,2.375,457.7,524.3,621.3
87617,2.0852,8.836,7.096,3.44,3.467,2.349,457.8,525.1,621.5
87618,2.2296,8.896,6.517,3.047,3.774,2.623,459.5,525.1,621.5
87619,2.1248,8.89,6.97,3.525,3.455,2.361,458,524.8,621.5
87620,2.191,8.879,7.219,3.052,3.67,2.572,458.5,524,621.3
87621,2.1234,8.808,6.976,3.28,3.695,2.387,457.8,524,621.3
87622,2.0971,8.862,6.951,3.318,3.496,2.356,457.8,526.6,621.4
87623,2.1584,8.776,6.988,3.351,3.413,2.384,458.3,525.5,621.3
87624,2.0679,8.56,6.917,3.385,3.443,2.346,458,525.5,621.4
87625,2.0595,8.823,7.004,3.093,3.652,2.613,457.5,524.3,621.5
87626,2.0916,8.851,6.955,3.366,3.482,2.354,457.8,524.8,621.6
87627,2.043,8.728,7.064,3.091,3.541,2.569,457.5,524.1,621.2
87628,2.1082,8.557,6.853,3.216,3.438,2.58,457.7,524.1,621.6
87629,2.1068,8.664,7.056,3.268,3.686,2.378,457.7,524,621.3
87630,2.1524,8.694,7.023,3.139,3.412,2.543,458,526.2,621.3
87631,2.0652,8.73,7.016,3.105,3.714,2.582,457.6,524.1,621.4
87632,2.0547,8.701,7.046,3.2,3.664,2.568,458.1,524.1,621.5
87633,2.079,8.991,6.995,3.197,3.587,2.579,458.3,525.3,621.5
87634,2.068,8.589,7.105,3.34,3.534,2.351,457.8,524,621.5
87635,1.9838,8.737,7.118,3.192,3.632,2.389,457.3,524.4,621.3
87636,2.2136,8.918,7.055,3.063,3.63,2.565,459,525.3,621.3
87637,2.2093,8.712,7.003,3.061,3.644,2.549,458.9,524.4,621.2
87638,2.0673,8.474,7.022,3.254,3.421,2.399,457.5,524.4,621.2
87639,2.0548,8.871,7.064,3.356,3.602,2.398,457.4,525.4,621.4
87640,2.0339,8.667,6.459,3.086,3.543,2.528,457.9,524.2,621.9
87641,2.1426,8.636,7.075,3.353,3.664,2.398,458.4,523.8,621.2
87642,2.0849,8.616,6.937,3.208,3.473,2.63,457.3,524.9,621.6
87643,2.1902,8.753,7.082,3.355,3.433,2.395,458.3,526.3,621.3
87644,2.0657,9.016,6.96,3.108,3.704,2.625,457.5,525.5,621.4
87645,2.1404,8.938,6.9,3.217,3.452,2.607,458.1,525.9,621.9
87646,2.0707,8.608,6.931,3.241,3.464,2.533,457.4,525.1,621.5
87647,2.0442,8.887,6.954,3.175,3.56,2.619,457.7,525.9,621.3
87648,2.0878,8.79,6.937,3.079,3.433,2.61,457.7,525,621.3
87649,1.8866,8.751,7.098,3.054,3.694,2.657,457.5,524,621.5
87650,2.1001,8.993,7.072,3.305,3.681,2.393,457.7,524.9,621.3
87651,2.2557,8.603,7.055,3.192,3.503,2.596,459.1,524.2,621.2
87652,2.0712,8.666,6.895,3.225,3.573,2.624,457.8,525.5,622
87653,2.1241,8.727,7.006,5,3.443,2.536,0,524.6,621.4
87654,1.9877,8.72,7.053,5,3.543,2.474,0,524.2,621.1
87655,2.0963,8.77,6.922,3.179,3.436,2.401,457.7,524.9,621.6
87656,2.085,8.879,7.017,3.259,3.621,2.505,458.3,525.1,621.3
87657,2.1041,8.864,7.006,3.213,3.544,2.437,457.7,525.4,621.5
87658,2.0622,8.691,6.948,3.159,3.582,2.391,457.7,524.8,621.4
87659,2.0822,8.655,7.044,3.176,3.566,2.395,457.5,523.8,621.3
87660,2.1644,8.482,6.754,3.071,3.677,2.471,458.6,523.8,621.4
87661,2.0776,8.731,7.052,3.185,3.435,2.469,457.5,525.3,621.3
87662,2.0756,8.996,6.843,3.169,3.693,2.392,457.5,525.6,621.7
87663,2.0506,8.896,7.015,3.268,3.48,2.394,457.5,525.7,621.2
87664,2.1121,8.715,7.102,3.179,3.668,2.442,458,523.9,621.4
87665,2.0848,8.705,6.985,3.07,3.634,2.447,457.9,523.8,621.3
87666,2.0446,8.677,7.084,3.161,3.64,2.418,457.9,525.1,621.4
87667,2.0324,8.796,7.136,3.226,3.588,2.436,457.8,526.1,621.3
87668,2.0701,8.649,7.015,3.147,3.68,2.377,457.5,524,621.3
87669,2.169,8.571,7.093,3.199,3.44,2.381,458.6,525.8,621.3
87670,2.1041,8.881,7.112,3.152,3.662,2.384,457.7,525.1,621.3
87671,2.1602,8.751,7.082,3.135,3.444,2.437,458.4,524.8,621.3
87672,2.072,8.815,6.989,3.124,3.42,2.365,457.6,525.3,621.4
87673,2.0766,8.608,7.071,3.245,3.438,2.346,457.8,525.3,621.5
87674,2.3081,8.735,7.117,3.227,3.58,2.431,460.7,524,621.4
87675,2.1876,8.628,6.846,3.043,3.533,2.448,458.7,524.2,621.5
87676,2.2249,8.848,7.108,3.097,3.712,2.375,458.8,524.4,621.2
87677,2.0537,8.758,7.057,3.104,3.675,2.383,458,525.1,621.3
87678,2.0603,8.405,6.938,3.194,3.595,2.401,457.8,524.9,621.4
87679,2.1057,8.569,6.974,3.129,3.419,2.411,457.7,525.2,621.5
87680,2.0766,8.783,6.963,3.217,3.744,2.44,458.2,524,621.3
87681,2.0767,8.67,6.838,3.236,3.501,2.356,457.8,526.7,621.8
87682,2.0811,9.007,7.057,3.077,3.711,2.42,457.8,526.1,621.3
87683,2.0047,8.693,7.023,3.055,3.66,2.442,457.5,524.1,621.4
87684,2.1272,8.82,7.049,3.16,3.464,2.43,458.4,524.8,621.1
87685,2.2079,8.825,7.007,3.078,3.716,2.376,458.8,525.8,621.3
87686,2.1807,8.793,6.928,3.085,3.725,2.378,459,524.3,621.3
87687,2.1162,8.866,7.006,3.168,3.466,2.342,457.9,526,621.3
87688,2.0795,9.036,6.944,3.089,3.709,2.424,457.6,525,621.6
87689,2.0648,9.089,7.097,3.085,3.801,2.41,457.6,525.9,621.3
87690,2.0414,8.691,7.049,3.221,3.641,2.419,457.7,525.8,621.4
87691,2.0566,8.678,7,3.209,3.632,2.379,457.9,523.9,621.3
87692,2.1336,8.661,6.867,3.139,3.435,2.361,457.9,524,621.6
87693,2.0479,8.79,7.124,3.167,3.623,2.415,457.5,523.9,621.4
87694,2.1751,8.859,7.046,3.164,3.395,2.355,458.5,525.3,621.4
87695,2.0865,8.741,6.918,3.129,3.519,2.378,457.5,524.4,621.7
87696,2.0759,8.675,7.039,3.189,3.38,2.427,457.6,525.4,621.1
87697,2.1076,8.958,6.943,3.177,3.479,2.407,457.8,526.2,621.4
87698,2.2818,8.635,7.056,3.039,3.687,2.426,459.6,524.1,621.4
87699,2.1359,8.552,7.087,3.174,3.416,2.345,458.2,524.6,621.5
87700,2.0845,8.841,6.945,3.132,3.6,2.38,457.5,525.2,621.4
87701,2.1191,8.7,6.986,3.214,3.517,2.434,457.9,525.3,621.2
87702,2.1075,8.957,6.975,3.22,3.684,2.376,458,524.7,621.5
87703,2.0117,8.889,7.05,3.058,3.563,2.412,457.6,524.2,621.3
87704,2.0193,8.842,7.042,3.064,3.573,2.435,457.5,525,621.3
87705,2.1234,8.804,6.99,3.305,3.482,2.366,458.1,525.6,621.4
87706,2.0722,8.738,6.953,3.207,3.502,2.376,457.7,526.4,621.4
87707,2.0683,8.719,6.989,3.165,3.711,2.376,457.5,524.3,621.5
87708,2.0154,8.541,7.053,3.049,3.575,2.484,457.4,525.2,621.3
87709,2.1222,9.093,7.147,3.233,3.573,2.375,458.3,526,621.2
87710,2.1625,8.793,7.064,3.214,3.487,2.351,458.2,525,621.5
87711,2.1404,8.926,7.054,3.239,3.615,2.386,458.3,525.2,621.3
87712,2.1222,8.798,7.016,3.221,3.644,2.368,458.4,523.7,621.4
87713,2.0986,8.808,7.183,3.235,3.63,2.368,458,525.2,621.3
87714,2.0471,8.898,7.023,3.197,3.671,2.383,457.7,525,621.3
87715,2.0747,8.617,6.954,3.255,3.433,2.358,457.5,525.1,621.4
87716,2.203,8.564,6.938,3.137,3.43,2.431,458.7,524.7,621.5
87717,2.0999,8.878,6.998,3.05,3.647,2.452,457.8,524.1,621.6
87718,2.0767,8.588,7.054,3.102,3.643,2.422,457.7,524.1,621.3
87719,2.1376,8.738,6.964,3.046,3.638,2.447,458,523.9,621.5
87720,2.0512,8.797,7.068,3.097,3.622,2.444,457.5,524.1,621.3
87721,2.3458,8.707,7.009,3.05,3.587,2.422,460.1,525,621.3
87722,2.0672,8.697,7.029,3.18,3.443,2.416,457.8,523.9,621.6
87723,1.9666,8.751,7.145,3.041,3.722,2.448,457.4,523.7,621.3
87724,2.1819,8.847,7.057,3.126,3.635,2.378,458.8,524.3,621.3
87725,2.026,8.947,7.183,3.05,3.672,2.416,457.6,525.3,621.4
87726,2.1169,8.923,7.132,3.201,3.67,2.375,458,524.8,621.3
87727,2.1219,9.02,7.009,3.193,3.637,2.399,458.1,524.6,621.5
